Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	1.0	6.0	3783.0	0.0	0.0
1	20.0	40.0	12677.0	0.0	0.0
2	127.0	224.0	20860.0	8.0	0.0
3	513.0	766.0	22532.0	26.0	0.0
4	1416.0	2077.0	18342.0	135.0	0.0
5	3258.0	4119.0	11582.0	408.0	0.0
6	5731.0	6930.0	6029.0	956.0	0.0
7	8463.0	10210.0	2662.0	1985.0	0.0
8	11374.0	12670.0	1055.0	3614.0	0.0
9	13014.0	13699.0	343.0	5664.0	0.0
10	13333.0	13040.0	103.0	7905.0	0.0
11	12353.0	11464.0	23.0	10140.0	0.0
12	10156.0	8819.0	7.0	11539.0	0.0
13	7509.0	6507.0	1.0	11894.0	0.0
14	5272.0	4195.0	1.0	11148.0	0.0
15	3371.0	2478.0	0.0	9954.0	0.0
16	2001.0	1384.0	0.0	8050.0	0.0
17	1069.0	725.0	0.0	6108.0	0.0
18	570.0	371.0	0.0	4092.0	0.0
19	281.0	173.0	0.0	2713.0	0.0
20	114.0	62.0	0.0	1695.0	0.0
21	32.0	23.0	0.0	952.0	0.0
22	12.0	13.0	0.0	504.0	0.0
23	9.0	4.0	0.0	280.0	0.0
24	0.0	1.0	0.0	130.0	0.0
25	1.0	0.0	0.0	51.0	0.0
26	0.0	0.0	0.0	31.0	0.0
27	0.0	0.0	0.0	11.0	0.0
28	0.0	0.0	0.0	3.0	0.0
29	0.0	0.0	0.0	3.0	0.0
30	0.0	0.0	0.0	1.0	1.0
31	0.0	0.0	0.0	0.0	1.0
32	0.0	0.0	0.0	0.0	4.0
33	0.0	0.0	0.0	0.0	8.0
34	0.0	0.0	0.0	0.0	25.0
35	0.0	0.0	0.0	0.0	54.0
36	0.0	0.0	0.0	0.0	92.0
37	0.0	0.0	0.0	0.0	180.0
38	0.0	0.0	0.0	0.0	318.0
39	0.0	0.0	0.0	0.0	568.0
40	0.0	0.0	0.0	0.0	868.0
41	0.0	0.0	0.0	0.0	1361.0
42	0.0	0.0	0.0	0.0	1977.0
43	0.0	0.0	0.0	0.0	2752.0
44	0.0	0.0	0.0	0.0	3919.0
45	0.0	0.0	0.0	0.0	4937.0
46	0.0	0.0	0.0	0.0	5899.0
47	0.0	0.0	0.0	0.0	7056.0
48	0.0	0.0	0.0	0.0	7971.0
49	0.0	0.0	0.0	0.0	8493.0
50	0.0	0.0	0.0	0.0	8808.0
51	0.0	0.0	0.0	0.0	8540.0
52	0.0	0.0	0.0	0.0	7981.0
53	0.0	0.0	0.0	0.0	6853.0
54	0.0	0.0	0.0	0.0	5815.0
55	0.0	0.0	0.0	0.0	4735.0
56	0.0	0.0	0.0	0.0	3567.0
57	0.0	0.0	0.0	0.0	2612.0
58	0.0	0.0	0.0	0.0	1778.0
59	0.0	0.0	0.0	0.0	1170.0
60	0.0	0.0	0.0	0.0	733.0
61	0.0	0.0	0.0	0.0	462.0
62	0.0	0.0	0.0	0.0	255.0
63	0.0	0.0	0.0	0.0	122.0
64	0.0	0.0	0.0	0.0	43.0
65	0.0	0.0	0.0	0.0	25.0
66	0.0	0.0	0.0	0.0	14.0
67	0.0	0.0	0.0	0.0	1.0
68	0.0	0.0	0.0	0.0	2.0
69	0.0	0.0	0.0	0.0	0.0
70	0.0	0.0	0.0	0.0	0.0
71	0.0	0.0	0.0	0.0	0.0
72	0.0	0.0	0.0	0.0	0.0
73	0.0	0.0	0.0	0.0	0.0
74	0.0	0.0	0.0	0.0	0.0
75	0.0	0.0	0.0	0.0	0.0
76	0.0	0.0	0.0	0.0	0.0
77	0.0	0.0	0.0	0.0	0.0
78	0.0	0.0	0.0	0.0	0.0
79	0.0	0.0	0.0	0.0	0.0
80	0.0	0.0	0.0	0.0	0.0
81	0.0	0.0	0.0	0.0	0.0
82	0.0	0.0	0.0	0.0	0.0
83	0.0	0.0	0.0	0.0	0.0
84	0.0	0.0	0.0	0.0	0.0
85	0.0	0.0	0.0	0.0	0.0
86	0.0	0.0	0.0	0.0	0.0
