Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	2665.0	3184.0	33242.0	762.0	0.0
1	10423.0	11753.0	37264.0	4108.0	0.0
2	19131.0	20737.0	20272.0	10625.0	0.0
3	22927.0	23615.0	7032.0	17210.0	0.0
4	19864.0	19207.0	1795.0	20431.0	0.0
5	13322.0	11900.0	335.0	18459.0	0.0
6	7051.0	5933.0	55.0	13593.0	3.0
7	3017.0	2514.0	3.0	8006.0	18.0
8	1109.0	835.0	2.0	4134.0	68.0
9	359.0	247.0	0.0	1747.0	206.0
10	105.0	60.0	0.0	672.0	606.0
11	21.0	9.0	0.0	185.0	1434.0
12	5.0	5.0	0.0	58.0	2999.0
13	1.0	0.0	0.0	9.0	5357.0
14	0.0	1.0	0.0	1.0	8481.0
15	0.0	0.0	0.0	0.0	11742.0
16	0.0	0.0	0.0	0.0	13961.0
17	0.0	0.0	0.0	0.0	14941.0
18	0.0	0.0	0.0	0.0	13697.0
19	0.0	0.0	0.0	0.0	10980.0
20	0.0	0.0	0.0	0.0	7493.0
21	0.0	0.0	0.0	0.0	4411.0
22	0.0	0.0	0.0	0.0	2185.0
23	0.0	0.0	0.0	0.0	953.0
24	0.0	0.0	0.0	0.0	336.0
25	0.0	0.0	0.0	0.0	107.0
26	0.0	0.0	0.0	0.0	18.0
27	0.0	0.0	0.0	0.0	3.0
28	0.0	0.0	0.0	0.0	1.0
29	0.0	0.0	0.0	0.0	0.0
