Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	0.0	0.0	1148.0	0.0	0.0
1	2.0	0.0	5277.0	0.0	0.0
2	3.0	9.0	11562.0	0.0	0.0
3	28.0	49.0	17484.0	0.0	0.0
4	110.0	182.0	19627.0	2.0	0.0
5	301.0	506.0	17148.0	12.0	0.0
6	657.0	1118.0	12512.0	28.0	0.0
7	1605.0	2358.0	7714.0	93.0	0.0
8	2839.0	3995.0	4150.0	241.0	0.0
9	4657.0	6139.0	2042.0	535.0	0.0
10	6741.0	8106.0	873.0	1027.0	0.0
11	8780.0	10217.0	320.0	1845.0	0.0
12	10519.0	11455.0	100.0	3043.0	0.0
13	11273.0	11742.0	34.0	4509.0	0.0
14	11144.0	10763.0	5.0	6135.0	0.0
15	10411.0	9397.0	4.0	7734.0	0.0
16	9099.0	7800.0	0.0	9041.0	0.0
17	7073.0	5780.0	0.0	9959.0	0.0
18	5274.0	4005.0	0.0	10131.0	0.0
19	3692.0	2714.0	0.0	9629.0	0.0
20	2387.0	1649.0	0.0	8761.0	0.0
21	1500.0	935.0	0.0	7460.0	0.0
22	901.0	537.0	0.0	6089.0	0.0
23	513.0	289.0	0.0	4657.0	0.0
24	249.0	133.0	0.0	3314.0	0.0
25	153.0	68.0	0.0	2255.0	0.0
26	47.0	32.0	0.0	1453.0	0.0
27	34.0	15.0	0.0	921.0	0.0
28	5.0	5.0	0.0	527.0	0.0
29	3.0	2.0	0.0	297.0	0.0
30	0.0	0.0	0.0	154.0	0.0
31	0.0	0.0	0.0	76.0	0.0
32	0.0	0.0	0.0	46.0	0.0
33	0.0	0.0	0.0	11.0	0.0
34	0.0	0.0	0.0	7.0	0.0
35	0.0	0.0	0.0	5.0	0.0
36	0.0	0.0	0.0	2.0	0.0
37	0.0	0.0	0.0	1.0	0.0
38	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0	1.0
45	0.0	0.0	0.0	0.0	0.0
46	0.0	0.0	0.0	0.0	1.0
47	0.0	0.0	0.0	0.0	1.0
48	0.0	0.0	0.0	0.0	5.0
49	0.0	0.0	0.0	0.0	14.0
50	0.0	0.0	0.0	0.0	21.0
51	0.0	0.0	0.0	0.0	46.0
52	0.0	0.0	0.0	0.0	65.0
53	0.0	0.0	0.0	0.0	127.0
54	0.0	0.0	0.0	0.0	217.0
55	0.0	0.0	0.0	0.0	339.0
56	0.0	0.0	0.0	0.0	526.0
57	0.0	0.0	0.0	0.0	750.0
58	0.0	0.0	0.0	0.0	1122.0
59	0.0	0.0	0.0	0.0	1608.0
60	0.0	0.0	0.0	0.0	2235.0
61	0.0	0.0	0.0	0.0	2833.0
62	0.0	0.0	0.0	0.0	3605.0
63	0.0	0.0	0.0	0.0	4363.0
64	0.0	0.0	0.0	0.0	5205.0
65	0.0	0.0	0.0	0.0	6058.0
66	0.0	0.0	0.0	0.0	6635.0
67	0.0	0.0	0.0	0.0	7033.0
68	0.0	0.0	0.0	0.0	7426.0
69	0.0	0.0	0.0	0.0	7376.0
70	0.0	0.0	0.0	0.0	7202.0
71	0.0	0.0	0.0	0.0	6659.0
72	0.0	0.0	0.0	0.0	5933.0
73	0.0	0.0	0.0	0.0	5214.0
74	0.0	0.0	0.0	0.0	4570.0
75	0.0	0.0	0.0	0.0	3541.0
76	0.0	0.0	0.0	0.0	2740.0
77	0.0	0.0	0.0	0.0	2060.0
78	0.0	0.0	0.0	0.0	1561.0
79	0.0	0.0	0.0	0.0	1066.0
80	0.0	0.0	0.0	0.0	682.0
81	0.0	0.0	0.0	0.0	489.0
82	0.0	0.0	0.0	0.0	282.0
83	0.0	0.0	0.0	0.0	174.0
84	0.0	0.0	0.0	0.0	101.0
85	0.0	0.0	0.0	0.0	48.0
86	0.0	0.0	0.0	0.0	30.0
87	0.0	0.0	0.0	0.0	23.0
88	0.0	0.0	0.0	0.0	8.0
89	0.0	0.0	0.0	0.0	2.0
90	0.0	0.0	0.0	0.0	3.0
91	0.0	0.0	0.0	0.0	0.0
92	0.0	0.0	0.0	0.0	0.0
93	0.0	0.0	0.0	0.0	0.0
94	0.0	0.0	0.0	0.0	0.0
95	0.0	0.0	0.0	0.0	0.0
96	0.0	0.0	0.0	0.0	0.0
97	0.0	0.0	0.0	0.0	0.0
98	0.0	0.0	0.0	0.0	0.0
99	0.0	0.0	0.0	0.0	0.0
100	0.0	0.0	0.0	0.0	0.0
101	0.0	0.0	0.0	0.0	0.0
102	0.0	0.0	0.0	0.0	0.0
103	0.0	0.0	0.0	0.0	0.0
104	0.0	0.0	0.0	0.0	0.0
105	0.0	0.0	0.0	0.0	0.0
106	0.0	0.0	0.0	0.0	0.0
107	0.0	0.0	0.0	0.0	0.0
108	0.0	0.0	0.0	0.0	0.0
109	0.0	0.0	0.0	0.0	0.0
110	0.0	0.0	0.0	0.0	0.0
111	0.0	0.0	0.0	0.0	0.0
112	0.0	0.0	0.0	0.0	0.0
113	0.0	0.0	0.0	0.0	0.0
114	0.0	0.0	0.0	0.0	0.0
115	0.0	0.0	0.0	0.0	0.0
116	0.0	0.0	0.0	0.0	0.0
117	0.0	0.0	0.0	0.0	0.0
118	0.0	0.0	0.0	0.0	0.0
