Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	0.0	0.0	861.0	0.0	0.0
1	1.0	1.0	4120.0	0.0	0.0
2	3.0	7.0	10013.0	0.0	0.0
3	16.0	25.0	16082.0	0.0	0.0
4	56.0	78.0	18884.0	1.0	0.0
5	155.0	260.0	17853.0	4.0	0.0
6	452.0	685.0	13807.0	12.0	0.0
7	947.0	1509.0	8870.0	45.0	0.0
8	1868.0	2810.0	5131.0	133.0	0.0
9	3315.0	4502.0	2554.0	291.0	0.0
10	5145.0	6357.0	1105.0	557.0	0.0
11	7198.0	8530.0	478.0	1129.0	0.0
12	9016.0	10214.0	168.0	1854.0	0.0
13	10434.0	11411.0	50.0	3053.0	0.0
14	11109.0	11285.0	18.0	4413.0	0.0
15	10747.0	10456.0	5.0	5955.0	0.0
16	9786.0	9009.0	1.0	7519.0	0.0
17	8386.0	7309.0	0.0	8943.0	0.0
18	6716.0	5499.0	0.0	9496.0	0.0
19	5178.0	3807.0	0.0	9877.0	0.0
20	3623.0	2585.0	0.0	9473.0	0.0
21	2360.0	1613.0	0.0	8735.0	0.0
22	1516.0	976.0	0.0	7510.0	0.0
23	892.0	526.0	0.0	6061.0	0.0
24	531.0	289.0	0.0	4828.0	0.0
25	269.0	141.0	0.0	3511.0	0.0
26	151.0	60.0	0.0	2473.0	0.0
27	59.0	31.0	0.0	1633.0	0.0
28	37.0	15.0	0.0	1025.0	0.0
29	27.0	7.0	0.0	614.0	0.0
30	5.0	2.0	0.0	399.0	0.0
31	2.0	0.0	0.0	222.0	0.0
32	0.0	1.0	0.0	122.0	0.0
33	0.0	0.0	0.0	59.0	0.0
34	0.0	0.0	0.0	29.0	0.0
35	0.0	0.0	0.0	13.0	0.0
36	0.0	0.0	0.0	9.0	0.0
37	0.0	0.0	0.0	2.0	0.0
38	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0	0.0
45	0.0	0.0	0.0	0.0	0.0
46	0.0	0.0	0.0	0.0	1.0
47	0.0	0.0	0.0	0.0	0.0
48	0.0	0.0	0.0	0.0	2.0
49	0.0	0.0	0.0	0.0	1.0
50	0.0	0.0	0.0	0.0	2.0
51	0.0	0.0	0.0	0.0	5.0
52	0.0	0.0	0.0	0.0	9.0
53	0.0	0.0	0.0	0.0	22.0
54	0.0	0.0	0.0	0.0	27.0
55	0.0	0.0	0.0	0.0	48.0
56	0.0	0.0	0.0	0.0	104.0
57	0.0	0.0	0.0	0.0	144.0
58	0.0	0.0	0.0	0.0	260.0
59	0.0	0.0	0.0	0.0	400.0
60	0.0	0.0	0.0	0.0	587.0
61	0.0	0.0	0.0	0.0	860.0
62	0.0	0.0	0.0	0.0	1110.0
63	0.0	0.0	0.0	0.0	1731.0
64	0.0	0.0	0.0	0.0	2352.0
65	0.0	0.0	0.0	0.0	2869.0
66	0.0	0.0	0.0	0.0	3652.0
67	0.0	0.0	0.0	0.0	4379.0
68	0.0	0.0	0.0	0.0	5197.0
69	0.0	0.0	0.0	0.0	5922.0
70	0.0	0.0	0.0	0.0	6483.0
71	0.0	0.0	0.0	0.0	6943.0
72	0.0	0.0	0.0	0.0	7224.0
73	0.0	0.0	0.0	0.0	7130.0
74	0.0	0.0	0.0	0.0	6884.0
75	0.0	0.0	0.0	0.0	6538.0
76	0.0	0.0	0.0	0.0	5955.0
77	0.0	0.0	0.0	0.0	5230.0
78	0.0	0.0	0.0	0.0	4283.0
79	0.0	0.0	0.0	0.0	3689.0
80	0.0	0.0	0.0	0.0	2836.0
81	0.0	0.0	0.0	0.0	2170.0
82	0.0	0.0	0.0	0.0	1643.0
