Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	2444.0	2895.0	32226.0	690.0	0.0
1	9424.0	10915.0	37007.0	3540.0	0.0
2	18177.0	19477.0	20798.0	9266.0	0.0
3	22568.0	23215.0	7532.0	16266.0	0.0
4	20307.0	19784.0	1987.0	19788.0	1.0
5	14005.0	12681.0	379.0	19066.0	0.0
6	7718.0	6619.0	63.0	14345.0	3.0
7	3461.0	2916.0	7.0	9069.0	12.0
8	1343.0	1037.0	1.0	4700.0	34.0
9	416.0	343.0	0.0	2123.0	129.0
10	103.0	91.0	0.0	783.0	365.0
11	26.0	18.0	0.0	259.0	941.0
12	8.0	8.0	0.0	77.0	2071.0
13	0.0	0.0	0.0	16.0	4050.0
14	0.0	1.0	0.0	10.0	6607.0
15	0.0	0.0	0.0	1.0	9840.0
16	0.0	0.0	0.0	1.0	12696.0
17	0.0	0.0	0.0	0.0	14464.0
18	0.0	0.0	0.0	0.0	14464.0
19	0.0	0.0	0.0	0.0	12480.0
20	0.0	0.0	0.0	0.0	9411.0
21	0.0	0.0	0.0	0.0	6292.0
22	0.0	0.0	0.0	0.0	3500.0
23	0.0	0.0	0.0	0.0	1716.0
24	0.0	0.0	0.0	0.0	659.0
25	0.0	0.0	0.0	0.0	198.0
26	0.0	0.0	0.0	0.0	57.0
27	0.0	0.0	0.0	0.0	8.0
28	0.0	0.0	0.0	0.0	1.0
29	0.0	0.0	0.0	0.0	1.0
30	0.0	0.0	0.0	0.0	0.0
