Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	0.0	0.0	161.0	0.0	0.0
1	0.0	0.0	982.0	0.0	0.0
2	0.0	0.0	3219.0	0.0	0.0
3	1.0	0.0	7156.0	0.0	0.0
4	0.0	0.0	11637.0	0.0	0.0
5	1.0	8.0	15174.0	0.0	0.0
6	5.0	22.0	15901.0	0.0	0.0
7	28.0	47.0	14692.0	0.0	0.0
8	67.0	147.0	11749.0	1.0	0.0
9	196.0	346.0	8376.0	2.0	0.0
10	371.0	705.0	5190.0	9.0	0.0
11	762.0	1318.0	3012.0	21.0	0.0
12	1353.0	2097.0	1513.0	38.0	0.0
13	2227.0	3292.0	722.0	79.0	0.0
14	3350.0	4638.0	320.0	183.0	0.0
15	4702.0	6070.0	131.0	332.0	0.0
16	6144.0	7502.0	43.0	630.0	0.0
17	7531.0	8847.0	13.0	1045.0	0.0
18	8658.0	9482.0	5.0	1712.0	0.0
19	9133.0	9791.0	3.0	2498.0	0.0
20	9468.0	9460.0	1.0	3408.0	0.0
21	9127.0	8372.0	0.0	4508.0	0.0
22	8382.0	7210.0	0.0	5529.0	0.0
23	7198.0	5863.0	0.0	6501.0	0.0
24	5971.0	4550.0	0.0	7534.0	0.0
25	4685.0	3484.0	0.0	8136.0	0.0
26	3459.0	2361.0	0.0	8398.0	0.0
27	2640.0	1670.0	0.0	8264.0	0.0
28	1776.0	1112.0	0.0	7947.0	0.0
29	1137.0	645.0	0.0	7119.0	0.0
30	696.0	433.0	0.0	6151.0	0.0
31	414.0	247.0	0.0	5228.0	0.0
32	236.0	133.0	0.0	4123.0	0.0
33	117.0	77.0	0.0	3249.0	0.0
34	71.0	38.0	0.0	2392.0	0.0
35	44.0	18.0	0.0	1727.0	0.0
36	26.0	6.0	0.0	1172.0	0.0
37	16.0	6.0	0.0	780.0	0.0
38	5.0	1.0	0.0	507.0	0.0
39	1.0	2.0	0.0	313.0	0.0
40	1.0	0.0	0.0	189.0	0.0
41	1.0	0.0	0.0	130.0	0.0
42	0.0	0.0	0.0	66.0	0.0
43	0.0	0.0	0.0	36.0	0.0
44	0.0	0.0	0.0	20.0	0.0
45	0.0	0.0	0.0	15.0	0.0
46	0.0	0.0	0.0	5.0	0.0
47	0.0	0.0	0.0	1.0	0.0
48	0.0	0.0	0.0	1.0	0.0
49	0.0	0.0	0.0	0.0	0.0
50	0.0	0.0	0.0	1.0	0.0
51	0.0	0.0	0.0	0.0	0.0
52	0.0	0.0	0.0	0.0	0.0
53	0.0	0.0	0.0	0.0	0.0
54	0.0	0.0	0.0	0.0	0.0
55	0.0	0.0	0.0	0.0	0.0
56	0.0	0.0	0.0	0.0	0.0
57	0.0	0.0	0.0	0.0	0.0
58	0.0	0.0	0.0	0.0	0.0
59	0.0	0.0	0.0	0.0	0.0
60	0.0	0.0	0.0	0.0	0.0
61	0.0	0.0	0.0	0.0	0.0
62	0.0	0.0	0.0	0.0	0.0
63	0.0	0.0	0.0	0.0	0.0
64	0.0	0.0	0.0	0.0	0.0
65	0.0	0.0	0.0	0.0	0.0
66	0.0	0.0	0.0	0.0	0.0
67	0.0	0.0	0.0	0.0	0.0
68	0.0	0.0	0.0	0.0	0.0
69	0.0	0.0	0.0	0.0	0.0
70	0.0	0.0	0.0	0.0	1.0
71	0.0	0.0	0.0	0.0	0.0
72	0.0	0.0	0.0	0.0	2.0
73	0.0	0.0	0.0	0.0	1.0
74	0.0	0.0	0.0	0.0	2.0
75	0.0	0.0	0.0	0.0	6.0
76	0.0	0.0	0.0	0.0	8.0
77	0.0	0.0	0.0	0.0	7.0
78	0.0	0.0	0.0	0.0	25.0
79	0.0	0.0	0.0	0.0	41.0
80	0.0	0.0	0.0	0.0	72.0
81	0.0	0.0	0.0	0.0	121.0
82	0.0	0.0	0.0	0.0	142.0
83	0.0	0.0	0.0	0.0	235.0
84	0.0	0.0	0.0	0.0	337.0
85	0.0	0.0	0.0	0.0	461.0
86	0.0	0.0	0.0	0.0	655.0
87	0.0	0.0	0.0	0.0	910.0
88	0.0	0.0	0.0	0.0	1194.0
89	0.0	0.0	0.0	0.0	1615.0
90	0.0	0.0	0.0	0.0	2098.0
91	0.0	0.0	0.0	0.0	2418.0
92	0.0	0.0	0.0	0.0	3012.0
93	0.0	0.0	0.0	0.0	3681.0
94	0.0	0.0	0.0	0.0	4065.0
95	0.0	0.0	0.0	0.0	4761.0
96	0.0	0.0	0.0	0.0	5223.0
97	0.0	0.0	0.0	0.0	5678.0
98	0.0	0.0	0.0	0.0	5809.0
99	0.0	0.0	0.0	0.0	5983.0
100	0.0	0.0	0.0	0.0	6111.0
101	0.0	0.0	0.0	0.0	6047.0
102	0.0	0.0	0.0	0.0	5797.0
103	0.0	0.0	0.0	0.0	5405.0
104	0.0	0.0	0.0	0.0	5018.0
105	0.0	0.0	0.0	0.0	4461.0
106	0.0	0.0	0.0	0.0	3829.0
107	0.0	0.0	0.0	0.0	3283.0
108	0.0	0.0	0.0	0.0	2820.0
109	0.0	0.0	0.0	0.0	2171.0
110	0.0	0.0	0.0	0.0	1806.0
111	0.0	0.0	0.0	0.0	1327.0
112	0.0	0.0	0.0	0.0	1033.0
113	0.0	0.0	0.0	0.0	712.0
114	0.0	0.0	0.0	0.0	550.0
115	0.0	0.0	0.0	0.0	384.0
116	0.0	0.0	0.0	0.0	251.0
117	0.0	0.0	0.0	0.0	153.0
118	0.0	0.0	0.0	0.0	116.0
119	0.0	0.0	0.0	0.0	73.0
120	0.0	0.0	0.0	0.0	30.0
121	0.0	0.0	0.0	0.0	15.0
122	0.0	0.0	0.0	0.0	24.0
123	0.0	0.0	0.0	0.0	7.0
124	0.0	0.0	0.0	0.0	5.0
125	0.0	0.0	0.0	0.0	5.0
126	0.0	0.0	0.0	0.0	0.0
127	0.0	0.0	0.0	0.0	1.0
128	0.0	0.0	0.0	0.0	2.0
129	0.0	0.0	0.0	0.0	1.0
130	0.0	0.0	0.0	0.0	0.0
131	0.0	0.0	0.0	0.0	0.0
132	0.0	0.0	0.0	0.0	0.0
133	0.0	0.0	0.0	0.0	0.0
134	0.0	0.0	0.0	0.0	0.0
135	0.0	0.0	0.0	0.0	0.0
136	0.0	0.0	0.0	0.0	0.0
137	0.0	0.0	0.0	0.0	0.0
138	0.0	0.0	0.0	0.0	0.0
139	0.0	0.0	0.0	0.0	0.0
140	0.0	0.0	0.0	0.0	0.0
141	0.0	0.0	0.0	0.0	0.0
142	0.0	0.0	0.0	0.0	0.0
143	0.0	0.0	0.0	0.0	0.0
144	0.0	0.0	0.0	0.0	0.0
145	0.0	0.0	0.0	0.0	0.0
146	0.0	0.0	0.0	0.0	0.0
147	0.0	0.0	0.0	0.0	0.0
148	0.0	0.0	0.0	0.0	0.0
149	0.0	0.0	0.0	0.0	0.0
150	0.0	0.0	0.0	0.0	0.0
151	0.0	0.0	0.0	0.0	0.0
152	0.0	0.0	0.0	0.0	0.0
153	0.0	0.0	0.0	0.0	0.0
154	0.0	0.0	0.0	0.0	0.0
155	0.0	0.0	0.0	0.0	0.0
156	0.0	0.0	0.0	0.0	0.0
157	0.0	0.0	0.0	0.0	0.0
158	0.0	0.0	0.0	0.0	0.0
159	0.0	0.0	0.0	0.0	0.0
160	0.0	0.0	0.0	0.0	0.0
161	0.0	0.0	0.0	0.0	0.0
162	0.0	0.0	0.0	0.0	0.0
163	0.0	0.0	0.0	0.0	0.0
164	0.0	0.0	0.0	0.0	0.0
165	0.0	0.0	0.0	0.0	0.0
166	0.0	0.0	0.0	0.0	0.0
167	0.0	0.0	0.0	0.0	0.0
168	0.0	0.0	0.0	0.0	0.0
169	0.0	0.0	0.0	0.0	0.0
170	0.0	0.0	0.0	0.0	0.0
171	0.0	0.0	0.0	0.0	0.0
172	0.0	0.0	0.0	0.0	0.0
