Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	9229.0	10583.0	48914.0	4122.0	0.0
1	23594.0	25212.0	35531.0	14464.0	0.0
2	28246.0	28713.0	12369.0	23518.0	0.0
3	21210.0	20059.0	2684.0	24680.0	24.0
4	11514.0	10155.0	431.0	17516.0	88.0
5	4433.0	3793.0	63.0	9752.0	421.0
6	1366.0	1158.0	8.0	4070.0	1287.0
7	334.0	265.0	0.0	1403.0	3364.0
8	63.0	50.0	0.0	382.0	7010.0
9	8.0	11.0	0.0	80.0	11648.0
10	3.0	1.0	0.0	13.0	16111.0
11	0.0	0.0	0.0	0.0	18222.0
12	0.0	0.0	0.0	0.0	17070.0
13	0.0	0.0	0.0	0.0	12413.0
14	0.0	0.0	0.0	0.0	7318.0
15	0.0	0.0	0.0	0.0	3409.0
16	0.0	0.0	0.0	0.0	1266.0
17	0.0	0.0	0.0	0.0	307.0
18	0.0	0.0	0.0	0.0	40.0
19	0.0	0.0	0.0	0.0	2.0
