Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	3389.0	4089.0	35740.0	1098.0	0.0
1	12372.0	13842.0	37609.0	5457.0	0.0
2	21501.0	22911.0	18829.0	12706.0	0.0
3	23400.0	23553.0	6092.0	19141.0	0.0
4	19043.0	18008.0	1428.0	21158.0	0.0
5	11342.0	10343.0	270.0	17710.0	1.0
6	5714.0	4744.0	27.0	11697.0	20.0
7	2188.0	1781.0	5.0	6377.0	57.0
8	777.0	548.0	0.0	3056.0	212.0
9	213.0	142.0	0.0	1123.0	578.0
10	51.0	34.0	0.0	344.0	1421.0
11	10.0	5.0	0.0	98.0	3123.0
12	0.0	0.0	0.0	27.0	5558.0
13	0.0	0.0	0.0	6.0	9066.0
14	0.0	0.0	0.0	2.0	12297.0
15	0.0	0.0	0.0	0.0	14928.0
16	0.0	0.0	0.0	0.0	15222.0
17	0.0	0.0	0.0	0.0	13693.0
18	0.0	0.0	0.0	0.0	10557.0
19	0.0	0.0	0.0	0.0	6718.0
20	0.0	0.0	0.0	0.0	3834.0
21	0.0	0.0	0.0	0.0	1809.0
22	0.0	0.0	0.0	0.0	653.0
23	0.0	0.0	0.0	0.0	202.0
24	0.0	0.0	0.0	0.0	41.0
25	0.0	0.0	0.0	0.0	10.0
26	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0
