Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	4432.0	5249.0	38904.0	1506.0	0.0
1	14531.0	16096.0	37252.0	6824.0	0.0
2	23377.0	24710.0	17339.0	15117.0	0.0
3	24038.0	23765.0	5200.0	21253.0	0.0
4	17438.0	16310.0	1090.0	21386.0	2.0
5	9616.0	8650.0	186.0	15993.0	8.0
6	4314.0	3578.0	26.0	10017.0	45.0
7	1607.0	1203.0	3.0	4970.0	180.0
8	481.0	356.0	0.0	1955.0	595.0
9	137.0	68.0	0.0	692.0	1412.0
10	22.0	13.0	0.0	215.0	3086.0
11	7.0	2.0	0.0	59.0	5888.0
12	0.0	0.0	0.0	11.0	9645.0
13	0.0	0.0	0.0	2.0	13386.0
14	0.0	0.0	0.0	0.0	15681.0
15	0.0	0.0	0.0	0.0	15531.0
16	0.0	0.0	0.0	0.0	13804.0
17	0.0	0.0	0.0	0.0	9842.0
18	0.0	0.0	0.0	0.0	6127.0
19	0.0	0.0	0.0	0.0	3014.0
20	0.0	0.0	0.0	0.0	1239.0
21	0.0	0.0	0.0	0.0	384.0
22	0.0	0.0	0.0	0.0	107.0
23	0.0	0.0	0.0	0.0	20.0
24	0.0	0.0	0.0	0.0	3.0
25	0.0	0.0	0.0	0.0	1.0
