Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	2075.0	2574.0	30857.0	543.0	0.0
1	8496.0	10074.0	37073.0	3074.0	0.0
2	17006.0	18601.0	21311.0	8672.0	0.0
3	21945.0	22691.0	8068.0	15134.0	0.0
4	20731.0	20168.0	2187.0	19240.0	0.0
5	14752.0	13496.0	421.0	19228.0	0.0
6	8553.0	7346.0	76.0	15027.0	2.0
7	4019.0	3293.0	6.0	9852.0	6.0
8	1626.0	1226.0	1.0	5247.0	28.0
9	584.0	395.0	0.0	2508.0	82.0
10	163.0	107.0	0.0	995.0	231.0
11	44.0	22.0	0.0	338.0	644.0
12	5.0	7.0	0.0	96.0	1420.0
13	0.0	0.0	0.0	43.0	2862.0
14	1.0	0.0	0.0	2.0	5115.0
15	0.0	0.0	0.0	1.0	8128.0
16	0.0	0.0	0.0	0.0	10917.0
17	0.0	0.0	0.0	0.0	13368.0
18	0.0	0.0	0.0	0.0	14420.0
19	0.0	0.0	0.0	0.0	13795.0
20	0.0	0.0	0.0	0.0	11216.0
21	0.0	0.0	0.0	0.0	8041.0
22	0.0	0.0	0.0	0.0	5094.0
23	0.0	0.0	0.0	0.0	2691.0
24	0.0	0.0	0.0	0.0	1257.0
25	0.0	0.0	0.0	0.0	495.0
26	0.0	0.0	0.0	0.0	140.0
27	0.0	0.0	0.0	0.0	39.0
28	0.0	0.0	0.0	0.0	9.0
29	0.0	0.0	0.0	0.0	0.0
30	0.0	0.0	0.0	0.0	0.0
31	0.0	0.0	0.0	0.0	0.0
