Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	7.0	8.0	5212.0	0.0	0.0
1	64.0	93.0	15700.0	2.0	0.0
2	313.0	459.0	23201.0	19.0	0.0
3	1026.0	1471.0	22888.0	95.0	0.0
4	2637.0	3464.0	16701.0	368.0	0.0
5	5022.0	6447.0	9374.0	895.0	0.0
6	8433.0	10020.0	4320.0	1980.0	0.0
7	11303.0	13116.0	1739.0	3745.0	0.0
8	13618.0	14244.0	597.0	6118.0	0.0
9	14056.0	14016.0	187.0	8517.0	0.0
10	12860.0	11868.0	61.0	10763.0	0.0
11	10619.0	9461.0	18.0	12117.0	0.0
12	7834.0	6541.0	2.0	12415.0	0.0
13	5241.0	4081.0	0.0	11578.0	0.0
14	3285.0	2374.0	0.0	9805.0	0.0
15	1881.0	1197.0	0.0	7755.0	0.0
16	1024.0	630.0	0.0	5482.0	0.0
17	420.0	303.0	0.0	3554.0	0.0
18	217.0	137.0	0.0	2180.0	0.0
19	92.0	40.0	0.0	1307.0	0.0
20	34.0	22.0	0.0	678.0	0.0
21	11.0	4.0	0.0	361.0	0.0
22	2.0	4.0	0.0	146.0	0.0
23	0.0	0.0	0.0	64.0	0.0
24	1.0	0.0	0.0	38.0	0.0
25	0.0	0.0	0.0	12.0	0.0
26	0.0	0.0	0.0	5.0	0.0
27	0.0	0.0	0.0	1.0	3.0
28	0.0	0.0	0.0	0.0	6.0
29	0.0	0.0	0.0	0.0	16.0
30	0.0	0.0	0.0	0.0	14.0
31	0.0	0.0	0.0	0.0	52.0
32	0.0	0.0	0.0	0.0	103.0
33	0.0	0.0	0.0	0.0	212.0
34	0.0	0.0	0.0	0.0	357.0
35	0.0	0.0	0.0	0.0	571.0
36	0.0	0.0	0.0	0.0	1000.0
37	0.0	0.0	0.0	0.0	1556.0
38	0.0	0.0	0.0	0.0	2352.0
39	0.0	0.0	0.0	0.0	3235.0
40	0.0	0.0	0.0	0.0	4438.0
41	0.0	0.0	0.0	0.0	5660.0
42	0.0	0.0	0.0	0.0	6871.0
43	0.0	0.0	0.0	0.0	7857.0
44	0.0	0.0	0.0	0.0	8821.0
45	0.0	0.0	0.0	0.0	9288.0
46	0.0	0.0	0.0	0.0	8955.0
47	0.0	0.0	0.0	0.0	8556.0
48	0.0	0.0	0.0	0.0	7464.0
49	0.0	0.0	0.0	0.0	6363.0
50	0.0	0.0	0.0	0.0	4984.0
51	0.0	0.0	0.0	0.0	3895.0
52	0.0	0.0	0.0	0.0	2715.0
53	0.0	0.0	0.0	0.0	1872.0
54	0.0	0.0	0.0	0.0	1232.0
55	0.0	0.0	0.0	0.0	734.0
56	0.0	0.0	0.0	0.0	406.0
57	0.0	0.0	0.0	0.0	205.0
58	0.0	0.0	0.0	0.0	119.0
59	0.0	0.0	0.0	0.0	56.0
60	0.0	0.0	0.0	0.0	18.0
61	0.0	0.0	0.0	0.0	5.0
62	0.0	0.0	0.0	0.0	5.0
63	0.0	0.0	0.0	0.0	3.0
64	0.0	0.0	0.0	0.0	1.0
65	0.0	0.0	0.0	0.0	0.0
66	0.0	0.0	0.0	0.0	0.0
67	0.0	0.0	0.0	0.0	0.0
68	0.0	0.0	0.0	0.0	0.0
69	0.0	0.0	0.0	0.0	0.0
70	0.0	0.0	0.0	0.0	0.0
71	0.0	0.0	0.0	0.0	0.0
72	0.0	0.0	0.0	0.0	0.0
73	0.0	0.0	0.0	0.0	0.0
74	0.0	0.0	0.0	0.0	0.0
75	0.0	0.0	0.0	0.0	0.0
76	0.0	0.0	0.0	0.0	0.0
77	0.0	0.0	0.0	0.0	0.0
78	0.0	0.0	0.0	0.0	0.0
