Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	7319.0	8467.0	45117.0	2960.0	0.0
1	20262.0	21899.0	36463.0	11528.0	0.0
2	26937.0	27750.0	14159.0	20693.0	0.0
3	22821.0	21719.0	3566.0	23864.0	4.0
4	13531.0	12407.0	616.0	19591.0	26.0
5	6200.0	5289.0	75.0	12221.0	138.0
6	2158.0	1866.0	4.0	5902.0	476.0
7	584.0	480.0	0.0	2260.0	1388.0
8	150.0	98.0	0.0	738.0	3234.0
9	32.0	21.0	0.0	196.0	6609.0
10	5.0	4.0	0.0	42.0	10918.0
11	1.0	0.0	0.0	5.0	15026.0
12	0.0	0.0	0.0	0.0	17460.0
13	0.0	0.0	0.0	0.0	16433.0
14	0.0	0.0	0.0	0.0	12993.0
15	0.0	0.0	0.0	0.0	8421.0
16	0.0	0.0	0.0	0.0	4475.0
17	0.0	0.0	0.0	0.0	1713.0
18	0.0	0.0	0.0	0.0	533.0
19	0.0	0.0	0.0	0.0	137.0
20	0.0	0.0	0.0	0.0	15.0
21	0.0	0.0	0.0	0.0	1.0
