Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	606.0	796.0	20852.0	104.0	0.0
1	3327.0	4105.0	33658.0	852.0	0.0
2	8567.0	10007.0	25815.0	2764.0	0.0
3	14964.0	16599.0	13197.0	6878.0	0.0
4	19124.0	19678.0	4733.0	11583.0	0.0
5	18608.0	18375.0	1329.0	15647.0	0.0
6	14905.0	13846.0	348.0	17214.0	0.0
7	9733.0	8612.0	58.0	15613.0	0.0
8	5589.0	4588.0	8.0	12382.0	0.0
9	2759.0	2092.0	1.0	8129.0	0.0
10	1188.0	833.0	1.0	4707.0	1.0
11	425.0	310.0	0.0	2375.0	4.0
12	143.0	114.0	0.0	1034.0	10.0
13	48.0	36.0	0.0	479.0	40.0
14	10.0	7.0	0.0	166.0	130.0
15	3.0	2.0	0.0	50.0	302.0
16	0.0	0.0	0.0	14.0	632.0
17	1.0	0.0	0.0	5.0	1280.0
18	0.0	0.0	0.0	4.0	2365.0
19	0.0	0.0	0.0	0.0	4023.0
20	0.0	0.0	0.0	0.0	5998.0
21	0.0	0.0	0.0	0.0	8540.0
22	0.0	0.0	0.0	0.0	10795.0
23	0.0	0.0	0.0	0.0	12100.0
24	0.0	0.0	0.0	0.0	12601.0
25	0.0	0.0	0.0	0.0	11866.0
26	0.0	0.0	0.0	0.0	10008.0
27	0.0	0.0	0.0	0.0	7660.0
28	0.0	0.0	0.0	0.0	5170.0
29	0.0	0.0	0.0	0.0	3251.0
30	0.0	0.0	0.0	0.0	1794.0
31	0.0	0.0	0.0	0.0	871.0
32	0.0	0.0	0.0	0.0	377.0
33	0.0	0.0	0.0	0.0	125.0
34	0.0	0.0	0.0	0.0	43.0
35	0.0	0.0	0.0	0.0	10.0
36	0.0	0.0	0.0	0.0	4.0
37	0.0	0.0	0.0	0.0	0.0
38	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0	0.0
