Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	0.0	1.0	2212.0	0.0	0.0
1	3.0	12.0	8468.0	0.0	0.0
2	23.0	59.0	16415.0	0.0	0.0
3	139.0	215.0	20855.0	5.0	0.0
4	436.0	639.0	19756.0	21.0	0.0
5	1162.0	1558.0	14795.0	77.0	0.0
6	2268.0	3336.0	9260.0	218.0	0.0
7	4210.0	5586.0	4740.0	501.0	0.0
8	6639.0	8163.0	2197.0	1102.0	0.0
9	8974.0	10577.0	865.0	2059.0	0.0
10	10986.0	11929.0	307.0	3525.0	0.0
11	12256.0	12800.0	94.0	5280.0	0.0
12	12225.0	11828.0	24.0	7264.0	0.0
13	10960.0	10046.0	10.0	8974.0	0.0
14	9448.0	7918.0	1.0	10481.0	0.0
15	7027.0	5871.0	1.0	10967.0	0.0
16	5068.0	3956.0	0.0	10547.0	0.0
17	3396.0	2503.0	0.0	9995.0	0.0
18	2197.0	1482.0	0.0	8383.0	0.0
19	1207.0	755.0	0.0	6527.0	0.0
20	720.0	397.0	0.0	4937.0	0.0
21	337.0	196.0	0.0	3539.0	0.0
22	180.0	101.0	0.0	2328.0	0.0
23	79.0	39.0	0.0	1439.0	0.0
24	34.0	14.0	0.0	828.0	0.0
25	10.0	12.0	0.0	481.0	0.0
26	12.0	5.0	0.0	263.0	0.0
27	3.0	2.0	0.0	143.0	0.0
28	1.0	0.0	0.0	64.0	0.0
29	0.0	0.0	0.0	34.0	0.0
30	0.0	0.0	0.0	10.0	0.0
31	0.0	0.0	0.0	7.0	0.0
32	0.0	0.0	0.0	1.0	0.0
33	0.0	0.0	0.0	0.0	0.0
34	0.0	0.0	0.0	0.0	0.0
35	0.0	0.0	0.0	0.0	1.0
36	0.0	0.0	0.0	0.0	1.0
37	0.0	0.0	0.0	0.0	0.0
38	0.0	0.0	0.0	0.0	2.0
39	0.0	0.0	0.0	0.0	5.0
40	0.0	0.0	0.0	0.0	8.0
41	0.0	0.0	0.0	0.0	10.0
42	0.0	0.0	0.0	0.0	28.0
43	0.0	0.0	0.0	0.0	71.0
44	0.0	0.0	0.0	0.0	107.0
45	0.0	0.0	0.0	0.0	192.0
46	0.0	0.0	0.0	0.0	318.0
47	0.0	0.0	0.0	0.0	564.0
48	0.0	0.0	0.0	0.0	856.0
49	0.0	0.0	0.0	0.0	1307.0
50	0.0	0.0	0.0	0.0	1919.0
51	0.0	0.0	0.0	0.0	2541.0
52	0.0	0.0	0.0	0.0	3330.0
53	0.0	0.0	0.0	0.0	4224.0
54	0.0	0.0	0.0	0.0	5301.0
55	0.0	0.0	0.0	0.0	6011.0
56	0.0	0.0	0.0	0.0	6992.0
57	0.0	0.0	0.0	0.0	7551.0
58	0.0	0.0	0.0	0.0	8002.0
59	0.0	0.0	0.0	0.0	7986.0
60	0.0	0.0	0.0	0.0	7751.0
61	0.0	0.0	0.0	0.0	7173.0
62	0.0	0.0	0.0	0.0	6388.0
63	0.0	0.0	0.0	0.0	5455.0
64	0.0	0.0	0.0	0.0	4390.0
65	0.0	0.0	0.0	0.0	3509.0
66	0.0	0.0	0.0	0.0	2686.0
67	0.0	0.0	0.0	0.0	1981.0
68	0.0	0.0	0.0	0.0	1279.0
69	0.0	0.0	0.0	0.0	830.0
70	0.0	0.0	0.0	0.0	529.0
71	0.0	0.0	0.0	0.0	317.0
72	0.0	0.0	0.0	0.0	168.0
73	0.0	0.0	0.0	0.0	115.0
74	0.0	0.0	0.0	0.0	58.0
75	0.0	0.0	0.0	0.0	24.0
76	0.0	0.0	0.0	0.0	9.0
77	0.0	0.0	0.0	0.0	4.0
78	0.0	0.0	0.0	0.0	4.0
79	0.0	0.0	0.0	0.0	2.0
80	0.0	0.0	0.0	0.0	1.0
81	0.0	0.0	0.0	0.0	0.0
82	0.0	0.0	0.0	0.0	0.0
83	0.0	0.0	0.0	0.0	0.0
84	0.0	0.0	0.0	0.0	0.0
85	0.0	0.0	0.0	0.0	0.0
86	0.0	0.0	0.0	0.0	0.0
87	0.0	0.0	0.0	0.0	0.0
88	0.0	0.0	0.0	0.0	0.0
89	0.0	0.0	0.0	0.0	0.0
90	0.0	0.0	0.0	0.0	0.0
91	0.0	0.0	0.0	0.0	0.0
92	0.0	0.0	0.0	0.0	0.0
93	0.0	0.0	0.0	0.0	0.0
94	0.0	0.0	0.0	0.0	0.0
95	0.0	0.0	0.0	0.0	0.0
96	0.0	0.0	0.0	0.0	0.0
97	0.0	0.0	0.0	0.0	0.0
98	0.0	0.0	0.0	0.0	0.0
99	0.0	0.0	0.0	0.0	0.0
100	0.0	0.0	0.0	0.0	0.0
101	0.0	0.0	0.0	0.0	0.0
