Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	3.0	4.0	3905.0	1.0	0.0
1	29.0	37.0	13173.0	1.0	0.0
2	168.0	219.0	21427.0	8.0	0.0
3	597.0	815.0	22646.0	35.0	0.0
4	1552.0	2181.0	18027.0	135.0	0.0
5	3327.0	4469.0	11177.0	389.0	0.0
6	5961.0	7402.0	5887.0	1072.0	0.0
7	8824.0	10623.0	2405.0	2131.0	0.0
8	11635.0	12899.0	899.0	3937.0	0.0
9	13207.0	13739.0	331.0	5977.0	0.0
10	13134.0	12916.0	91.0	8323.0	0.0
11	12251.0	11211.0	26.0	10348.0	0.0
12	10039.0	8687.0	5.0	11700.0	0.0
13	7379.0	6150.0	1.0	11987.0	0.0
14	5060.0	3875.0	0.0	11122.0	0.0
15	3116.0	2357.0	0.0	9598.0	0.0
16	1869.0	1277.0	0.0	7780.0	0.0
17	966.0	610.0	0.0	5771.0	0.0
18	510.0	295.0	0.0	3945.0	0.0
19	200.0	144.0	0.0	2494.0	0.0
20	106.0	52.0	0.0	1540.0	0.0
21	42.0	20.0	0.0	847.0	0.0
22	17.0	10.0	0.0	467.0	0.0
23	7.0	7.0	0.0	214.0	0.0
24	1.0	0.0	0.0	90.0	0.0
25	0.0	1.0	0.0	53.0	0.0
26	0.0	0.0	0.0	18.0	0.0
27	0.0	0.0	0.0	8.0	0.0
28	0.0	0.0	0.0	7.0	0.0
29	0.0	0.0	0.0	1.0	1.0
30	0.0	0.0	0.0	0.0	3.0
31	0.0	0.0	0.0	1.0	4.0
32	0.0	0.0	0.0	0.0	5.0
33	0.0	0.0	0.0	0.0	19.0
34	0.0	0.0	0.0	0.0	37.0
35	0.0	0.0	0.0	0.0	67.0
36	0.0	0.0	0.0	0.0	126.0
37	0.0	0.0	0.0	0.0	236.0
38	0.0	0.0	0.0	0.0	412.0
39	0.0	0.0	0.0	0.0	710.0
40	0.0	0.0	0.0	0.0	1101.0
41	0.0	0.0	0.0	0.0	1537.0
42	0.0	0.0	0.0	0.0	2415.0
43	0.0	0.0	0.0	0.0	3363.0
44	0.0	0.0	0.0	0.0	4434.0
45	0.0	0.0	0.0	0.0	5648.0
46	0.0	0.0	0.0	0.0	6655.0
47	0.0	0.0	0.0	0.0	7788.0
48	0.0	0.0	0.0	0.0	8380.0
49	0.0	0.0	0.0	0.0	8724.0
50	0.0	0.0	0.0	0.0	8730.0
51	0.0	0.0	0.0	0.0	8268.0
52	0.0	0.0	0.0	0.0	7279.0
53	0.0	0.0	0.0	0.0	6331.0
54	0.0	0.0	0.0	0.0	5222.0
55	0.0	0.0	0.0	0.0	3982.0
56	0.0	0.0	0.0	0.0	3029.0
57	0.0	0.0	0.0	0.0	2131.0
58	0.0	0.0	0.0	0.0	1389.0
59	0.0	0.0	0.0	0.0	917.0
60	0.0	0.0	0.0	0.0	481.0
61	0.0	0.0	0.0	0.0	265.0
62	0.0	0.0	0.0	0.0	162.0
63	0.0	0.0	0.0	0.0	89.0
64	0.0	0.0	0.0	0.0	33.0
65	0.0	0.0	0.0	0.0	11.0
66	0.0	0.0	0.0	0.0	9.0
67	0.0	0.0	0.0	0.0	4.0
68	0.0	0.0	0.0	0.0	2.0
69	0.0	0.0	0.0	0.0	1.0
70	0.0	0.0	0.0	0.0	0.0
71	0.0	0.0	0.0	0.0	0.0
72	0.0	0.0	0.0	0.0	0.0
73	0.0	0.0	0.0	0.0	0.0
74	0.0	0.0	0.0	0.0	0.0
75	0.0	0.0	0.0	0.0	0.0
76	0.0	0.0	0.0	0.0	0.0
77	0.0	0.0	0.0	0.0	0.0
78	0.0	0.0	0.0	0.0	0.0
79	0.0	0.0	0.0	0.0	0.0
80	0.0	0.0	0.0	0.0	0.0
81	0.0	0.0	0.0	0.0	0.0
82	0.0	0.0	0.0	0.0	0.0
83	0.0	0.0	0.0	0.0	0.0
84	0.0	0.0	0.0	0.0	0.0
85	0.0	0.0	0.0	0.0	0.0
