Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	0.0	0.0	2.0	0.0	0.0
1	0.0	0.0	37.0	0.0	0.0
2	0.0	0.0	167.0	0.0	0.0
3	0.0	0.0	585.0	0.0	0.0
4	0.0	0.0	1525.0	0.0	0.0
5	0.0	0.0	3182.0	0.0	0.0
6	0.0	0.0	5549.0	0.0	0.0
7	0.0	0.0	8312.0	0.0	0.0
8	0.0	0.0	10842.0	0.0	0.0
9	0.0	0.0	12175.0	0.0	0.0
10	0.0	0.0	12781.0	0.0	0.0
11	0.0	3.0	11904.0	0.0	0.0
12	4.0	6.0	10289.0	0.0	0.0
13	4.0	3.0	7840.0	0.0	0.0
14	5.0	15.0	5710.0	0.0	0.0
15	20.0	48.0	3737.0	0.0	0.0
16	43.0	89.0	2341.0	0.0	0.0
17	75.0	187.0	1454.0	0.0	0.0
18	143.0	353.0	809.0	0.0	0.0
19	243.0	526.0	406.0	1.0	0.0
20	403.0	886.0	193.0	2.0	0.0
21	713.0	1343.0	84.0	3.0	0.0
22	1123.0	1967.0	46.0	7.0	0.0
23	1627.0	2720.0	21.0	20.0	0.0
24	2335.0	3501.0	5.0	34.0	0.0
25	3072.0	4530.0	3.0	70.0	0.0
26	3865.0	5439.0	1.0	114.0	0.0
27	4959.0	6258.0	0.0	207.0	0.0
28	5691.0	6838.0	0.0	310.0	0.0
29	6413.0	7455.0	0.0	509.0	0.0
30	6963.0	7668.0	0.0	750.0	0.0
31	7513.0	7571.0	0.0	1036.0	0.0
32	7399.0	7165.0	0.0	1471.0	0.0
33	7419.0	6762.0	0.0	1987.0	0.0
34	6875.0	5894.0	0.0	2518.0	0.0
35	6360.0	5220.0	0.0	3207.0	0.0
36	5715.0	4241.0	0.0	3925.0	0.0
37	4735.0	3484.0	0.0	4550.0	0.0
38	3872.0	2733.0	0.0	5241.0	0.0
39	3270.0	2130.0	0.0	5821.0	0.0
40	2604.0	1602.0	0.0	6245.0	0.0
41	1929.0	1124.0	0.0	6481.0	0.0
42	1454.0	812.0	0.0	6627.0	0.0
43	1009.0	508.0	0.0	6616.0	0.0
44	719.0	332.0	0.0	6371.0	0.0
45	504.0	234.0	0.0	5877.0	0.0
46	357.0	148.0	0.0	5555.0	0.0
47	217.0	78.0	0.0	4772.0	0.0
48	146.0	54.0	0.0	4214.0	0.0
49	79.0	34.0	0.0	3580.0	0.0
50	55.0	20.0	0.0	2881.0	0.0
51	33.0	6.0	0.0	2353.0	0.0
52	15.0	7.0	0.0	1828.0	0.0
53	5.0	3.0	0.0	1391.0	0.0
54	7.0	3.0	0.0	1011.0	0.0
55	4.0	0.0	0.0	733.0	0.0
56	3.0	0.0	0.0	570.0	0.0
57	1.0	0.0	0.0	382.0	0.0
58	0.0	0.0	0.0	272.0	0.0
59	0.0	0.0	0.0	165.0	0.0
60	0.0	0.0	0.0	116.0	0.0
61	0.0	0.0	0.0	64.0	0.0
