Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	4964.0	5917.0	40131.0	1751.0	0.0
1	15937.0	17696.0	37301.0	7900.0	0.0
2	24412.0	25665.0	16624.0	16414.0	0.0
3	23678.0	23460.0	4751.0	22219.0	1.0
4	16605.0	15254.0	1025.0	21035.0	3.0
5	8913.0	7577.0	145.0	15299.0	18.0
6	3697.0	3087.0	20.0	8925.0	83.0
7	1322.0	1022.0	3.0	4114.0	318.0
8	353.0	250.0	0.0	1643.0	877.0
9	90.0	62.0	0.0	521.0	2142.0
10	27.0	8.0	0.0	139.0	4603.0
11	1.0	2.0	0.0	32.0	7889.0
12	1.0	0.0	0.0	6.0	11796.0
13	0.0	0.0	0.0	0.0	15093.0
14	0.0	0.0	0.0	2.0	16279.0
15	0.0	0.0	0.0	0.0	14949.0
16	0.0	0.0	0.0	0.0	11830.0
17	0.0	0.0	0.0	0.0	7559.0
18	0.0	0.0	0.0	0.0	4008.0
19	0.0	0.0	0.0	0.0	1661.0
20	0.0	0.0	0.0	0.0	671.0
21	0.0	0.0	0.0	0.0	181.0
22	0.0	0.0	0.0	0.0	35.0
23	0.0	0.0	0.0	0.0	4.0
24	0.0	0.0	0.0	0.0	0.0
