Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	0.0	0.0	76.0	0.0	0.0
1	0.0	0.0	542.0	0.0	0.0
2	0.0	0.0	1961.0	0.0	0.0
3	0.0	0.0	4990.0	0.0	0.0
4	0.0	0.0	8847.0	0.0	0.0
5	0.0	1.0	12699.0	0.0	0.0
6	2.0	7.0	15121.0	0.0	0.0
7	10.0	11.0	14957.0	0.0	0.0
8	21.0	46.0	13422.0	0.0	0.0
9	54.0	116.0	10471.0	0.0	0.0
10	112.0	244.0	7289.0	1.0	0.0
11	259.0	525.0	4572.0	2.0	0.0
12	492.0	882.0	2568.0	7.0	0.0
13	963.0	1589.0	1332.0	16.0	0.0
14	1562.0	2486.0	657.0	39.0	0.0
15	2415.0	3630.0	295.0	73.0	0.0
16	3648.0	5031.0	125.0	175.0	0.0
17	4782.0	6235.0	55.0	286.0	0.0
18	6122.0	7603.0	18.0	518.0	0.0
19	7320.0	8442.0	3.0	918.0	0.0
20	8154.0	9020.0	0.0	1470.0	0.0
21	8851.0	9265.0	0.0	2079.0	0.0
22	9197.0	8776.0	0.0	2933.0	0.0
23	8871.0	8020.0	0.0	4025.0	0.0
24	7899.0	6867.0	0.0	5018.0	0.0
25	6994.0	5876.0	0.0	5954.0	0.0
26	5745.0	4537.0	0.0	6815.0	0.0
27	4773.0	3436.0	0.0	7602.0	0.0
28	3679.0	2563.0	0.0	7818.0	0.0
29	2691.0	1752.0	0.0	7927.0	0.0
30	1903.0	1169.0	0.0	7634.0	0.0
31	1302.0	792.0	0.0	7257.0	0.0
32	879.0	456.0	0.0	6675.0	0.0
33	556.0	276.0	0.0	5754.0	0.0
34	335.0	170.0	0.0	4757.0	0.0
35	194.0	95.0	0.0	3935.0	0.0
36	104.0	39.0	0.0	2969.0	0.0
37	55.0	28.0	0.0	2346.0	0.0
38	34.0	6.0	0.0	1656.0	0.0
39	9.0	3.0	0.0	1163.0	0.0
40	5.0	4.0	0.0	800.0	0.0
41	4.0	2.0	0.0	554.0	0.0
42	1.0	0.0	0.0	329.0	0.0
43	1.0	0.0	0.0	190.0	0.0
44	2.0	0.0	0.0	134.0	0.0
45	0.0	0.0	0.0	79.0	0.0
46	0.0	0.0	0.0	45.0	0.0
47	0.0	0.0	0.0	26.0	0.0
48	0.0	0.0	0.0	8.0	0.0
49	0.0	0.0	0.0	9.0	0.0
50	0.0	0.0	0.0	3.0	0.0
51	0.0	0.0	0.0	1.0	0.0
52	0.0	0.0	0.0	0.0	0.0
53	0.0	0.0	0.0	0.0	0.0
54	0.0	0.0	0.0	0.0	0.0
55	0.0	0.0	0.0	0.0	0.0
56	0.0	0.0	0.0	0.0	0.0
57	0.0	0.0	0.0	0.0	0.0
58	0.0	0.0	0.0	0.0	0.0
59	0.0	0.0	0.0	0.0	0.0
60	0.0	0.0	0.0	0.0	0.0
61	0.0	0.0	0.0	0.0	0.0
62	0.0	0.0	0.0	0.0	0.0
63	0.0	0.0	0.0	0.0	0.0
64	0.0	0.0	0.0	0.0	0.0
65	0.0	0.0	0.0	0.0	0.0
66	0.0	0.0	0.0	0.0	0.0
67	0.0	0.0	0.0	0.0	0.0
68	0.0	0.0	0.0	0.0	0.0
69	0.0	0.0	0.0	0.0	0.0
70	0.0	0.0	0.0	0.0	0.0
71	0.0	0.0	0.0	0.0	0.0
72	0.0	0.0	0.0	0.0	0.0
73	0.0	0.0	0.0	0.0	0.0
74	0.0	0.0	0.0	0.0	0.0
75	0.0	0.0	0.0	0.0	0.0
76	0.0	0.0	0.0	0.0	0.0
77	0.0	0.0	0.0	0.0	0.0
78	0.0	0.0	0.0	0.0	0.0
79	0.0	0.0	0.0	0.0	0.0
80	0.0	0.0	0.0	0.0	0.0
81	0.0	0.0	0.0	0.0	0.0
82	0.0	0.0	0.0	0.0	2.0
83	0.0	0.0	0.0	0.0	9.0
84	0.0	0.0	0.0	0.0	4.0
85	0.0	0.0	0.0	0.0	11.0
86	0.0	0.0	0.0	0.0	12.0
87	0.0	0.0	0.0	0.0	30.0
88	0.0	0.0	0.0	0.0	49.0
89	0.0	0.0	0.0	0.0	72.0
90	0.0	0.0	0.0	0.0	93.0
91	0.0	0.0	0.0	0.0	152.0
92	0.0	0.0	0.0	0.0	219.0
93	0.0	0.0	0.0	0.0	320.0
94	0.0	0.0	0.0	0.0	452.0
95	0.0	0.0	0.0	0.0	631.0
96	0.0	0.0	0.0	0.0	827.0
97	0.0	0.0	0.0	0.0	998.0
98	0.0	0.0	0.0	0.0	1382.0
99	0.0	0.0	0.0	0.0	1648.0
100	0.0	0.0	0.0	0.0	2209.0
101	0.0	0.0	0.0	0.0	2674.0
102	0.0	0.0	0.0	0.0	3137.0
103	0.0	0.0	0.0	0.0	3649.0
104	0.0	0.0	0.0	0.0	4191.0
105	0.0	0.0	0.0	0.0	4713.0
106	0.0	0.0	0.0	0.0	5092.0
107	0.0	0.0	0.0	0.0	5395.0
108	0.0	0.0	0.0	0.0	5619.0
109	0.0	0.0	0.0	0.0	5878.0
110	0.0	0.0	0.0	0.0	5916.0
111	0.0	0.0	0.0	0.0	5800.0
112	0.0	0.0	0.0	0.0	5592.0
113	0.0	0.0	0.0	0.0	5174.0
114	0.0	0.0	0.0	0.0	4818.0
115	0.0	0.0	0.0	0.0	4312.0
116	0.0	0.0	0.0	0.0	3697.0
117	0.0	0.0	0.0	0.0	3268.0
118	0.0	0.0	0.0	0.0	2697.0
119	0.0	0.0	0.0	0.0	2257.0
120	0.0	0.0	0.0	0.0	1828.0
121	0.0	0.0	0.0	0.0	1404.0
122	0.0	0.0	0.0	0.0	1141.0
123	0.0	0.0	0.0	0.0	807.0
124	0.0	0.0	0.0	0.0	570.0
125	0.0	0.0	0.0	0.0	425.0
126	0.0	0.0	0.0	0.0	279.0
127	0.0	0.0	0.0	0.0	173.0
128	0.0	0.0	0.0	0.0	137.0
129	0.0	0.0	0.0	0.0	106.0
130	0.0	0.0	0.0	0.0	52.0
131	0.0	0.0	0.0	0.0	34.0
132	0.0	0.0	0.0	0.0	20.0
133	0.0	0.0	0.0	0.0	8.0
134	0.0	0.0	0.0	0.0	6.0
135	0.0	0.0	0.0	0.0	1.0
136	0.0	0.0	0.0	0.0	5.0
137	0.0	0.0	0.0	0.0	3.0
138	0.0	0.0	0.0	0.0	2.0
139	0.0	0.0	0.0	0.0	0.0
140	0.0	0.0	0.0	0.0	0.0
141	0.0	0.0	0.0	0.0	0.0
142	0.0	0.0	0.0	0.0	0.0
143	0.0	0.0	0.0	0.0	0.0
144	0.0	0.0	0.0	0.0	0.0
145	0.0	0.0	0.0	0.0	0.0
146	0.0	0.0	0.0	0.0	0.0
147	0.0	0.0	0.0	0.0	0.0
148	0.0	0.0	0.0	0.0	0.0
149	0.0	0.0	0.0	0.0	0.0
150	0.0	0.0	0.0	0.0	0.0
151	0.0	0.0	0.0	0.0	0.0
152	0.0	0.0	0.0	0.0	0.0
153	0.0	0.0	0.0	0.0	0.0
154	0.0	0.0	0.0	0.0	0.0
155	0.0	0.0	0.0	0.0	0.0
156	0.0	0.0	0.0	0.0	0.0
157	0.0	0.0	0.0	0.0	0.0
158	0.0	0.0	0.0	0.0	0.0
159	0.0	0.0	0.0	0.0	0.0
160	0.0	0.0	0.0	0.0	0.0
161	0.0	0.0	0.0	0.0	0.0
162	0.0	0.0	0.0	0.0	0.0
163	0.0	0.0	0.0	0.0	0.0
164	0.0	0.0	0.0	0.0	0.0
165	0.0	0.0	0.0	0.0	0.0
166	0.0	0.0	0.0	0.0	0.0
167	0.0	0.0	0.0	0.0	0.0
168	0.0	0.0	0.0	0.0	0.0
169	0.0	0.0	0.0	0.0	0.0
170	0.0	0.0	0.0	0.0	0.0
171	0.0	0.0	0.0	0.0	0.0
172	0.0	0.0	0.0	0.0	0.0
173	0.0	0.0	0.0	0.0	0.0
174	0.0	0.0	0.0	0.0	0.0
175	0.0	0.0	0.0	0.0	0.0
176	0.0	0.0	0.0	0.0	0.0
177	0.0	0.0	0.0	0.0	0.0
178	0.0	0.0	0.0	0.0	0.0
179	0.0	0.0	0.0	0.0	0.0
180	0.0	0.0	0.0	0.0	0.0
181	0.0	0.0	0.0	0.0	0.0
182	0.0	0.0	0.0	0.0	0.0
183	0.0	0.0	0.0	0.0	0.0
184	0.0	0.0	0.0	0.0	0.0
185	0.0	0.0	0.0	0.0	0.0
186	0.0	0.0	0.0	0.0	0.0
187	0.0	0.0	0.0	0.0	0.0
188	0.0	0.0	0.0	0.0	0.0
189	0.0	0.0	0.0	0.0	0.0
