Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	10568.0	12011.0	50321.0	4952.0	0.0
1	25423.0	26658.0	35206.0	15906.0	0.0
2	28545.0	28648.0	11725.0	25082.0	7.0
3	20172.0	19377.0	2385.0	24212.0	44.0
4	10168.0	9001.0	321.0	16631.0	179.0
5	3777.0	3192.0	35.0	8510.0	711.0
6	1077.0	924.0	6.0	3358.0	2160.0
7	219.0	154.0	1.0	1037.0	5154.0
8	48.0	30.0	0.0	237.0	9633.0
9	2.0	4.0	0.0	65.0	14661.0
10	1.0	0.0	0.0	9.0	18291.0
11	0.0	1.0	0.0	1.0	18226.0
12	0.0	0.0	0.0	0.0	14678.0
13	0.0	0.0	0.0	0.0	9405.0
14	0.0	0.0	0.0	0.0	4653.0
15	0.0	0.0	0.0	0.0	1685.0
16	0.0	0.0	0.0	0.0	440.0
17	0.0	0.0	0.0	0.0	69.0
18	0.0	0.0	0.0	0.0	4.0
