Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	0.0	0.0	1301.0	0.0	0.0
1	0.0	4.0	5619.0	0.0	0.0
2	7.0	15.0	12483.0	0.0	0.0
3	22.0	60.0	17969.0	0.0	0.0
4	123.0	214.0	19867.0	2.0	0.0
5	392.0	616.0	16986.0	16.0	0.0
6	891.0	1348.0	11959.0	38.0	0.0
7	1876.0	2785.0	7241.0	134.0	0.0
8	3389.0	4529.0	3751.0	290.0	0.0
9	5250.0	6816.0	1756.0	675.0	0.0
10	7507.0	9029.0	675.0	1376.0	0.0
11	9518.0	10659.0	250.0	2302.0	0.0
12	10896.0	11741.0	100.0	3607.0	0.0
13	11485.0	11477.0	28.0	5229.0	0.0
14	11231.0	10628.0	9.0	6964.0	0.0
15	10085.0	9117.0	3.0	8410.0	0.0
16	8290.0	7069.0	3.0	9684.0	0.0
17	6449.0	5186.0	0.0	10151.0	0.0
18	4710.0	3521.0	0.0	10124.0	0.0
19	3181.0	2232.0	0.0	9397.0	0.0
20	2066.0	1353.0	0.0	8259.0	0.0
21	1203.0	797.0	0.0	6899.0	0.0
22	712.0	422.0	0.0	5395.0	0.0
23	388.0	214.0	0.0	3881.0	0.0
24	181.0	88.0	0.0	2756.0	0.0
25	84.0	42.0	0.0	1840.0	0.0
26	41.0	23.0	0.0	1129.0	0.0
27	14.0	14.0	0.0	716.0	0.0
28	8.0	1.0	0.0	341.0	0.0
29	0.0	0.0	0.0	194.0	0.0
30	0.0	0.0	0.0	93.0	0.0
31	0.0	0.0	0.0	61.0	0.0
32	1.0	0.0	0.0	20.0	0.0
33	0.0	0.0	0.0	11.0	0.0
34	0.0	0.0	0.0	5.0	0.0
35	0.0	0.0	0.0	1.0	0.0
36	0.0	0.0	0.0	0.0	0.0
37	0.0	0.0	0.0	0.0	0.0
38	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0	0.0
45	0.0	0.0	0.0	0.0	2.0
46	0.0	0.0	0.0	0.0	3.0
47	0.0	0.0	0.0	0.0	10.0
48	0.0	0.0	0.0	0.0	11.0
49	0.0	0.0	0.0	0.0	29.0
50	0.0	0.0	0.0	0.0	52.0
51	0.0	0.0	0.0	0.0	106.0
52	0.0	0.0	0.0	0.0	179.0
53	0.0	0.0	0.0	0.0	282.0
54	0.0	0.0	0.0	0.0	489.0
55	0.0	0.0	0.0	0.0	639.0
56	0.0	0.0	0.0	0.0	971.0
57	0.0	0.0	0.0	0.0	1454.0
58	0.0	0.0	0.0	0.0	2044.0
59	0.0	0.0	0.0	0.0	2703.0
60	0.0	0.0	0.0	0.0	3281.0
61	0.0	0.0	0.0	0.0	4168.0
62	0.0	0.0	0.0	0.0	5058.0
63	0.0	0.0	0.0	0.0	5691.0
64	0.0	0.0	0.0	0.0	6741.0
65	0.0	0.0	0.0	0.0	7247.0
66	0.0	0.0	0.0	0.0	7521.0
67	0.0	0.0	0.0	0.0	7304.0
68	0.0	0.0	0.0	0.0	7280.0
69	0.0	0.0	0.0	0.0	6860.0
70	0.0	0.0	0.0	0.0	6151.0
71	0.0	0.0	0.0	0.0	5404.0
72	0.0	0.0	0.0	0.0	4602.0
73	0.0	0.0	0.0	0.0	3861.0
74	0.0	0.0	0.0	0.0	2949.0
75	0.0	0.0	0.0	0.0	2250.0
76	0.0	0.0	0.0	0.0	1624.0
77	0.0	0.0	0.0	0.0	1104.0
78	0.0	0.0	0.0	0.0	786.0
79	0.0	0.0	0.0	0.0	475.0
80	0.0	0.0	0.0	0.0	301.0
81	0.0	0.0	0.0	0.0	178.0
82	0.0	0.0	0.0	0.0	101.0
83	0.0	0.0	0.0	0.0	54.0
84	0.0	0.0	0.0	0.0	15.0
85	0.0	0.0	0.0	0.0	10.0
86	0.0	0.0	0.0	0.0	6.0
87	0.0	0.0	0.0	0.0	2.0
88	0.0	0.0	0.0	0.0	1.0
89	0.0	0.0	0.0	0.0	0.0
90	0.0	0.0	0.0	0.0	1.0
91	0.0	0.0	0.0	0.0	0.0
92	0.0	0.0	0.0	0.0	0.0
93	0.0	0.0	0.0	0.0	0.0
94	0.0	0.0	0.0	0.0	0.0
95	0.0	0.0	0.0	0.0	0.0
96	0.0	0.0	0.0	0.0	0.0
97	0.0	0.0	0.0	0.0	0.0
98	0.0	0.0	0.0	0.0	0.0
99	0.0	0.0	0.0	0.0	0.0
100	0.0	0.0	0.0	0.0	0.0
101	0.0	0.0	0.0	0.0	0.0
102	0.0	0.0	0.0	0.0	0.0
103	0.0	0.0	0.0	0.0	0.0
104	0.0	0.0	0.0	0.0	0.0
105	0.0	0.0	0.0	0.0	0.0
106	0.0	0.0	0.0	0.0	0.0
107	0.0	0.0	0.0	0.0	0.0
108	0.0	0.0	0.0	0.0	0.0
109	0.0	0.0	0.0	0.0	0.0
110	0.0	0.0	0.0	0.0	0.0
111	0.0	0.0	0.0	0.0	0.0
112	0.0	0.0	0.0	0.0	0.0
113	0.0	0.0	0.0	0.0	0.0
114	0.0	0.0	0.0	0.0	0.0
115	0.0	0.0	0.0	0.0	0.0
