Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	840.0	1095.0	23696.0	180.0	0.0
1	4336.0	5326.0	34723.0	1175.0	0.0
2	10849.0	12082.0	24976.0	4033.0	0.0
3	17393.0	18973.0	11394.0	8916.0	0.0
4	20192.0	20370.0	3885.0	13856.0	0.0
5	18051.0	17504.0	1047.0	17480.0	0.0
6	13274.0	12058.0	229.0	17501.0	0.0
7	7924.0	6922.0	45.0	14577.0	0.0
8	4238.0	3393.0	4.0	10293.0	0.0
9	1866.0	1484.0	1.0	6274.0	1.0
10	693.0	538.0	0.0	3227.0	3.0
11	232.0	190.0	0.0	1580.0	21.0
12	89.0	47.0	0.0	598.0	72.0
13	16.0	16.0	0.0	228.0	185.0
14	5.0	2.0	0.0	56.0	448.0
15	2.0	0.0	0.0	19.0	885.0
16	0.0	0.0	0.0	2.0	1981.0
17	0.0	0.0	0.0	5.0	3332.0
18	0.0	0.0	0.0	0.0	5389.0
19	0.0	0.0	0.0	0.0	7920.0
20	0.0	0.0	0.0	0.0	10554.0
21	0.0	0.0	0.0	0.0	12247.0
22	0.0	0.0	0.0	0.0	12849.0
23	0.0	0.0	0.0	0.0	12557.0
24	0.0	0.0	0.0	0.0	10695.0
25	0.0	0.0	0.0	0.0	8301.0
26	0.0	0.0	0.0	0.0	5677.0
27	0.0	0.0	0.0	0.0	3462.0
28	0.0	0.0	0.0	0.0	1906.0
29	0.0	0.0	0.0	0.0	923.0
30	0.0	0.0	0.0	0.0	395.0
31	0.0	0.0	0.0	0.0	141.0
32	0.0	0.0	0.0	0.0	46.0
33	0.0	0.0	0.0	0.0	5.0
34	0.0	0.0	0.0	0.0	4.0
35	0.0	0.0	0.0	0.0	1.0
36	0.0	0.0	0.0	0.0	0.0
37	0.0	0.0	0.0	0.0	0.0
38	0.0	0.0	0.0	0.0	0.0
