Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	5676.0	6552.0	41862.0	2165.0	0.0
1	17375.0	19049.0	37272.0	8733.0	0.0
2	25242.0	26197.0	15741.0	17935.0	0.0
3	23606.0	23346.0	4191.0	22886.0	0.0
4	15755.0	14344.0	807.0	20832.0	9.0
5	7974.0	6741.0	120.0	14336.0	35.0
6	3075.0	2661.0	6.0	7965.0	145.0
7	982.0	862.0	1.0	3397.0	543.0
8	249.0	203.0	0.0	1250.0	1382.0
9	52.0	42.0	0.0	383.0	3157.0
10	13.0	3.0	0.0	97.0	6216.0
11	1.0	0.0	0.0	16.0	10089.0
12	0.0	0.0	0.0	4.0	14200.0
13	0.0	0.0	0.0	1.0	16351.0
14	0.0	0.0	0.0	0.0	16319.0
15	0.0	0.0	0.0	0.0	13423.0
16	0.0	0.0	0.0	0.0	9350.0
17	0.0	0.0	0.0	0.0	5217.0
18	0.0	0.0	0.0	0.0	2415.0
19	0.0	0.0	0.0	0.0	844.0
20	0.0	0.0	0.0	0.0	248.0
21	0.0	0.0	0.0	0.0	49.0
22	0.0	0.0	0.0	0.0	8.0
23	0.0	0.0	0.0	0.0	0.0
