Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	17526.0	19052.0	58739.0	9714.0	0.0
1	32258.0	33723.0	32000.0	24448.0	11.0
2	27973.0	27457.0	7915.0	29088.0	90.0
3	14983.0	13426.0	1193.0	20996.0	522.0
4	5441.0	4867.0	139.0	10648.0	1994.0
5	1450.0	1178.0	14.0	3815.0	5288.0
6	310.0	256.0	0.0	1008.0	11042.0
7	52.0	39.0	0.0	242.0	17386.0
8	5.0	2.0	0.0	38.0	21236.0
9	2.0	0.0	0.0	3.0	19428.0
10	0.0	0.0	0.0	0.0	13300.0
11	0.0	0.0	0.0	0.0	6835.0
12	0.0	0.0	0.0	0.0	2322.0
13	0.0	0.0	0.0	0.0	494.0
14	0.0	0.0	0.0	0.0	52.0
