Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	0.0	0.0	318.0	0.0	0.0
1	0.0	0.0	1929.0	0.0	0.0
2	0.0	0.0	5505.0	0.0	0.0
3	0.0	3.0	10640.0	0.0	0.0
4	5.0	9.0	15126.0	0.0	0.0
5	16.0	36.0	17079.0	0.0	0.0
6	53.0	98.0	16103.0	1.0	0.0
7	126.0	289.0	13049.0	1.0	0.0
8	335.0	633.0	9004.0	4.0	0.0
9	716.0	1229.0	5603.0	14.0	0.0
10	1413.0	2134.0	3088.0	62.0	0.0
11	2425.0	3459.0	1467.0	113.0	0.0
12	3849.0	5118.0	666.0	267.0	0.0
13	5253.0	6829.0	260.0	521.0	0.0
14	6978.0	8519.0	110.0	913.0	0.0
15	8437.0	9422.0	37.0	1507.0	0.0
16	9414.0	10162.0	11.0	2411.0	0.0
17	9956.0	10196.0	5.0	3441.0	0.0
18	9959.0	9310.0	0.0	4745.0	0.0
19	9233.0	8527.0	0.0	5948.0	0.0
20	8028.0	6876.0	0.0	7195.0	0.0
21	6718.0	5491.0	0.0	8319.0	0.0
22	5252.0	4181.0	0.0	8755.0	0.0
23	3984.0	2788.0	0.0	8925.0	0.0
24	2887.0	1878.0	0.0	8727.0	0.0
25	1905.0	1189.0	0.0	7926.0	0.0
26	1283.0	714.0	0.0	7080.0	0.0
27	841.0	431.0	0.0	6024.0	0.0
28	417.0	236.0	0.0	4874.0	0.0
29	253.0	114.0	0.0	3688.0	0.0
30	125.0	64.0	0.0	2852.0	0.0
31	76.0	41.0	0.0	2018.0	0.0
32	30.0	12.0	0.0	1402.0	0.0
33	19.0	6.0	0.0	908.0	0.0
34	5.0	4.0	0.0	581.0	0.0
35	6.0	2.0	0.0	338.0	0.0
36	1.0	0.0	0.0	199.0	0.0
37	1.0	0.0	0.0	123.0	0.0
38	1.0	0.0	0.0	58.0	0.0
39	0.0	0.0	0.0	27.0	0.0
40	0.0	0.0	0.0	11.0	0.0
41	0.0	0.0	0.0	10.0	0.0
42	0.0	0.0	0.0	7.0	0.0
43	0.0	0.0	0.0	3.0	0.0
44	0.0	0.0	0.0	1.0	0.0
45	0.0	0.0	0.0	1.0	0.0
46	0.0	0.0	0.0	0.0	0.0
47	0.0	0.0	0.0	0.0	0.0
48	0.0	0.0	0.0	0.0	0.0
49	0.0	0.0	0.0	0.0	0.0
50	0.0	0.0	0.0	0.0	0.0
51	0.0	0.0	0.0	0.0	0.0
52	0.0	0.0	0.0	0.0	0.0
53	0.0	0.0	0.0	0.0	0.0
54	0.0	0.0	0.0	0.0	0.0
55	0.0	0.0	0.0	0.0	0.0
56	0.0	0.0	0.0	0.0	0.0
57	0.0	0.0	0.0	0.0	0.0
58	0.0	0.0	0.0	0.0	0.0
59	0.0	0.0	0.0	0.0	0.0
60	0.0	0.0	0.0	0.0	0.0
61	0.0	0.0	0.0	0.0	0.0
62	0.0	0.0	0.0	0.0	2.0
63	0.0	0.0	0.0	0.0	1.0
64	0.0	0.0	0.0	0.0	4.0
65	0.0	0.0	0.0	0.0	5.0
66	0.0	0.0	0.0	0.0	14.0
67	0.0	0.0	0.0	0.0	24.0
68	0.0	0.0	0.0	0.0	41.0
69	0.0	0.0	0.0	0.0	71.0
70	0.0	0.0	0.0	0.0	106.0
71	0.0	0.0	0.0	0.0	167.0
72	0.0	0.0	0.0	0.0	260.0
73	0.0	0.0	0.0	0.0	415.0
74	0.0	0.0	0.0	0.0	548.0
75	0.0	0.0	0.0	0.0	784.0
76	0.0	0.0	0.0	0.0	1123.0
77	0.0	0.0	0.0	0.0	1476.0
78	0.0	0.0	0.0	0.0	1882.0
79	0.0	0.0	0.0	0.0	2408.0
80	0.0	0.0	0.0	0.0	3043.0
81	0.0	0.0	0.0	0.0	3759.0
82	0.0	0.0	0.0	0.0	4356.0
83	0.0	0.0	0.0	0.0	4923.0
84	0.0	0.0	0.0	0.0	5403.0
85	0.0	0.0	0.0	0.0	6003.0
86	0.0	0.0	0.0	0.0	6257.0
87	0.0	0.0	0.0	0.0	6613.0
88	0.0	0.0	0.0	0.0	6412.0
89	0.0	0.0	0.0	0.0	6375.0
90	0.0	0.0	0.0	0.0	6090.0
91	0.0	0.0	0.0	0.0	5541.0
92	0.0	0.0	0.0	0.0	4905.0
93	0.0	0.0	0.0	0.0	4447.0
94	0.0	0.0	0.0	0.0	3853.0
95	0.0	0.0	0.0	0.0	3151.0
96	0.0	0.0	0.0	0.0	2548.0
97	0.0	0.0	0.0	0.0	1928.0
98	0.0	0.0	0.0	0.0	1519.0
99	0.0	0.0	0.0	0.0	1142.0
100	0.0	0.0	0.0	0.0	812.0
101	0.0	0.0	0.0	0.0	581.0
102	0.0	0.0	0.0	0.0	362.0
103	0.0	0.0	0.0	0.0	247.0
104	0.0	0.0	0.0	0.0	164.0
105	0.0	0.0	0.0	0.0	90.0
106	0.0	0.0	0.0	0.0	54.0
107	0.0	0.0	0.0	0.0	42.0
108	0.0	0.0	0.0	0.0	25.0
109	0.0	0.0	0.0	0.0	7.0
110	0.0	0.0	0.0	0.0	9.0
111	0.0	0.0	0.0	0.0	7.0
112	0.0	0.0	0.0	0.0	1.0
113	0.0	0.0	0.0	0.0	0.0
114	0.0	0.0	0.0	0.0	0.0
115	0.0	0.0	0.0	0.0	0.0
116	0.0	0.0	0.0	0.0	0.0
117	0.0	0.0	0.0	0.0	0.0
118	0.0	0.0	0.0	0.0	0.0
119	0.0	0.0	0.0	0.0	0.0
120	0.0	0.0	0.0	0.0	0.0
121	0.0	0.0	0.0	0.0	0.0
122	0.0	0.0	0.0	0.0	0.0
123	0.0	0.0	0.0	0.0	0.0
124	0.0	0.0	0.0	0.0	0.0
125	0.0	0.0	0.0	0.0	0.0
126	0.0	0.0	0.0	0.0	0.0
127	0.0	0.0	0.0	0.0	0.0
128	0.0	0.0	0.0	0.0	0.0
129	0.0	0.0	0.0	0.0	0.0
130	0.0	0.0	0.0	0.0	0.0
131	0.0	0.0	0.0	0.0	0.0
132	0.0	0.0	0.0	0.0	0.0
133	0.0	0.0	0.0	0.0	0.0
134	0.0	0.0	0.0	0.0	0.0
135	0.0	0.0	0.0	0.0	0.0
136	0.0	0.0	0.0	0.0	0.0
137	0.0	0.0	0.0	0.0	0.0
138	0.0	0.0	0.0	0.0	0.0
139	0.0	0.0	0.0	0.0	0.0
140	0.0	0.0	0.0	0.0	0.0
141	0.0	0.0	0.0	0.0	0.0
142	0.0	0.0	0.0	0.0	0.0
143	0.0	0.0	0.0	0.0	0.0
144	0.0	0.0	0.0	0.0	0.0
145	0.0	0.0	0.0	0.0	0.0
146	0.0	0.0	0.0	0.0	0.0
147	0.0	0.0	0.0	0.0	0.0
148	0.0	0.0	0.0	0.0	0.0
149	0.0	0.0	0.0	0.0	0.0
150	0.0	0.0	0.0	0.0	0.0
151	0.0	0.0	0.0	0.0	0.0
