Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	454.0	617.0	19834.0	98.0	0.0
1	2659.0	3285.0	32321.0	579.0	0.0
2	7544.0	8644.0	26532.0	2195.0	0.0
3	13430.0	15108.0	13843.0	5528.0	0.0
4	17960.0	19185.0	5305.0	10309.0	0.0
5	18681.0	18323.0	1654.0	14412.0	0.0
6	15815.0	14844.0	409.0	16760.0	0.0
7	10988.0	9815.0	81.0	16078.0	0.0
8	6601.0	5663.0	18.0	12978.0	0.0
9	3416.0	2703.0	2.0	9383.0	0.0
10	1530.0	1178.0	1.0	5858.0	0.0
11	620.0	423.0	0.0	3098.0	1.0
12	205.0	146.0	0.0	1623.0	4.0
13	71.0	49.0	0.0	697.0	22.0
14	20.0	11.0	0.0	269.0	36.0
15	4.0	5.0	0.0	96.0	128.0
16	2.0	1.0	0.0	30.0	301.0
17	0.0	0.0	0.0	6.0	695.0
18	0.0	0.0	0.0	3.0	1386.0
19	0.0	0.0	0.0	0.0	2305.0
20	0.0	0.0	0.0	0.0	3918.0
21	0.0	0.0	0.0	0.0	5791.0
22	0.0	0.0	0.0	0.0	7922.0
23	0.0	0.0	0.0	0.0	10230.0
24	0.0	0.0	0.0	0.0	11872.0
25	0.0	0.0	0.0	0.0	12140.0
26	0.0	0.0	0.0	0.0	11710.0
27	0.0	0.0	0.0	0.0	10126.0
28	0.0	0.0	0.0	0.0	8039.0
29	0.0	0.0	0.0	0.0	5659.0
30	0.0	0.0	0.0	0.0	3654.0
31	0.0	0.0	0.0	0.0	2120.0
32	0.0	0.0	0.0	0.0	1107.0
33	0.0	0.0	0.0	0.0	538.0
34	0.0	0.0	0.0	0.0	184.0
35	0.0	0.0	0.0	0.0	85.0
36	0.0	0.0	0.0	0.0	23.0
37	0.0	0.0	0.0	0.0	4.0
38	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0	0.0
