Events	Human	Chimpanzee	#1#	Gorilla	Gibbon
0	6.0	11.0	4555.0	0.0	0.0
1	47.0	63.0	14226.0	1.0	0.0
2	207.0	319.0	22029.0	11.0	0.0
3	739.0	1078.0	23098.0	60.0	0.0
4	2000.0	2675.0	17183.0	192.0	0.0
5	4113.0	5230.0	10401.0	615.0	0.0
6	6763.0	8487.0	5107.0	1422.0	0.0
7	9959.0	11568.0	2232.0	2786.0	0.0
8	12802.0	13510.0	824.0	4768.0	0.0
9	13482.0	13954.0	237.0	7139.0	0.0
10	13264.0	12640.0	87.0	9280.0	0.0
11	11411.0	10517.0	19.0	11210.0	0.0
12	9155.0	7782.0	2.0	12172.0	0.0
13	6456.0	5256.0	0.0	11955.0	0.0
14	4264.0	3239.0	0.0	10575.0	0.0
15	2585.0	1825.0	0.0	8818.0	0.0
16	1392.0	985.0	0.0	6875.0	0.0
17	702.0	490.0	0.0	4713.0	0.0
18	364.0	212.0	0.0	3142.0	0.0
19	172.0	103.0	0.0	1917.0	0.0
20	69.0	36.0	0.0	1185.0	0.0
21	28.0	13.0	0.0	631.0	0.0
22	14.0	4.0	0.0	274.0	0.0
23	5.0	3.0	0.0	144.0	0.0
24	0.0	0.0	0.0	64.0	0.0
25	1.0	0.0	0.0	27.0	0.0
26	0.0	0.0	0.0	14.0	0.0
27	0.0	0.0	0.0	9.0	0.0
28	0.0	0.0	0.0	1.0	0.0
29	0.0	0.0	0.0	0.0	1.0
30	0.0	0.0	0.0	0.0	5.0
31	0.0	0.0	0.0	0.0	8.0
32	0.0	0.0	0.0	0.0	31.0
33	0.0	0.0	0.0	0.0	54.0
34	0.0	0.0	0.0	0.0	88.0
35	0.0	0.0	0.0	0.0	183.0
36	0.0	0.0	0.0	0.0	308.0
37	0.0	0.0	0.0	0.0	595.0
38	0.0	0.0	0.0	0.0	881.0
39	0.0	0.0	0.0	0.0	1345.0
40	0.0	0.0	0.0	0.0	2225.0
41	0.0	0.0	0.0	0.0	3141.0
42	0.0	0.0	0.0	0.0	4098.0
43	0.0	0.0	0.0	0.0	5310.0
44	0.0	0.0	0.0	0.0	6356.0
45	0.0	0.0	0.0	0.0	7443.0
46	0.0	0.0	0.0	0.0	8400.0
47	0.0	0.0	0.0	0.0	8958.0
48	0.0	0.0	0.0	0.0	8910.0
49	0.0	0.0	0.0	0.0	8428.0
50	0.0	0.0	0.0	0.0	7744.0
51	0.0	0.0	0.0	0.0	6686.0
52	0.0	0.0	0.0	0.0	5428.0
53	0.0	0.0	0.0	0.0	4323.0
54	0.0	0.0	0.0	0.0	3161.0
55	0.0	0.0	0.0	0.0	2228.0
56	0.0	0.0	0.0	0.0	1520.0
57	0.0	0.0	0.0	0.0	962.0
58	0.0	0.0	0.0	0.0	556.0
59	0.0	0.0	0.0	0.0	307.0
60	0.0	0.0	0.0	0.0	154.0
61	0.0	0.0	0.0	0.0	94.0
62	0.0	0.0	0.0	0.0	44.0
63	0.0	0.0	0.0	0.0	17.0
64	0.0	0.0	0.0	0.0	6.0
65	0.0	0.0	0.0	0.0	0.0
66	0.0	0.0	0.0	0.0	1.0
67	0.0	0.0	0.0	0.0	1.0
68	0.0	0.0	0.0	0.0	0.0
69	0.0	0.0	0.0	0.0	0.0
70	0.0	0.0	0.0	0.0	0.0
71	0.0	0.0	0.0	0.0	0.0
72	0.0	0.0	0.0	0.0	0.0
73	0.0	0.0	0.0	0.0	0.0
74	0.0	0.0	0.0	0.0	0.0
75	0.0	0.0	0.0	0.0	0.0
76	0.0	0.0	0.0	0.0	0.0
77	0.0	0.0	0.0	0.0	0.0
78	0.0	0.0	0.0	0.0	0.0
79	0.0	0.0	0.0	0.0	0.0
80	0.0	0.0	0.0	0.0	0.0
81	0.0	0.0	0.0	0.0	0.0
82	0.0	0.0	0.0	0.0	0.0
